OrderNumber,Channel,Procured Date,OrderDate,Ship Date,Delivery Date,Warehouse Index,Customer Index,Region Index,Product Index,Order Quantity,Unit Price,Unit Cost
SO - 000334,Export,4/10/2018,6/28/2018,7/10/2018,7/17/2018,5,15,48,13,11,2586.2,1629.306
SO - 000335,Wholesale,4/10/2018,6/28/2018,7/8/2018,7/13/2018,4,26,79,1,10,2579.5,1960.42
SO - 000336,Distributor,4/10/2018,6/28/2018,7/21/2018,7/27/2018,4,7,2,7,8,6378.4,2806.496
SO - 000337,Wholesale,4/10/2018,6/28/2018,7/3/2018,7/11/2018,3,26,72,13,6,3008.3,2226.142
SO - 000338,Wholesale,4/10/2018,6/28/2018,7/25/2018,8/1/2018,2,49,4,5,8,1755.4,930.362
SO - 000339,Wholesale,12/31/2017,6/28/2018,7/9/2018,7/10/2018,2,28,14,7,8,1139,740.35
SO - 000340,Distributor,4/10/2018,6/28/2018,7/13/2018,7/17/2018,4,46,21,5,7,6157.3,4556.402
SO - 000341,Export,4/10/2018,6/28/2018,7/25/2018,8/3/2018,4,33,44,14,12,2231.1,1093.239
SO - 000342,Wholesale,4/10/2018,6/28/2018,7/15/2018,7/18/2018,6,23,34,1,9,2479,1859.25
SO - 000343,Wholesale,4/10/2018,6/29/2018,7/6/2018,7/15/2018,4,35,3,1,11,6391.8,4793.85
SO - 000344,Export,4/10/2018,6/29/2018,7/19/2018,7/20/2018,3,4,15,14,8,1139,660.62
SO - 000345,Wholesale,4/10/2018,6/29/2018,7/1/2018,7/8/2018,2,38,36,7,8,2586.2,1681.03
SO - 000346,Wholesale,4/10/2018,6/29/2018,7/4/2018,7/8/2018,1,36,11,11,5,3899.4,1871.712
SO - 000347,Distributor,4/10/2018,6/29/2018,7/24/2018,7/29/2018,6,25,16,1,9,951.4,599.382
SO - 000348,Distributor,4/10/2018,6/30/2018,7/20/2018,7/24/2018,2,8,21,14,9,5607.9,3476.898
SO - 000349,Export,4/10/2018,6/30/2018,7/4/2018,7/11/2018,3,12,6,13,8,1165.8,827.718
SO - 000350,Distributor,4/10/2018,6/30/2018,7/27/2018,8/6/2018,3,17,5,1,12,1949.7,1520.766
SO - 000351,Distributor,4/10/2018,6/30/2018,7/11/2018,7/16/2018,2,40,46,6,9,3685,2690.05
SO - 000352,Wholesale,4/10/2018,6/30/2018,7/17/2018,7/26/2018,5,3,85,13,8,2633.1,1816.839
SO - 000353,Wholesale,4/10/2018,6/30/2018,7/11/2018,7/13/2018,3,26,14,7,6,1072,460.96
SO - 000354,Distributor,4/10/2018,6/30/2018,7/4/2018,7/5/2018,4,38,14,11,10,3537.6,1910.304
SO - 000355,Distributor,4/10/2018,6/30/2018,7/21/2018,7/24/2018,1,41,71,5,11,1092.1,622.497
SO - 000356,Wholesale,12/31/2017,6/30/2018,7/20/2018,7/22/2018,3,17,8,2,9,1748.7,1136.655
SO - 000357,Wholesale,4/10/2018,6/30/2018,7/24/2018,7/29/2018,4,49,20,2,8,891.1,739.613
SO - 000358,Wholesale,4/10/2018,6/30/2018,7/21/2018,7/28/2018,2,41,2,2,5,3082,1510.18
SO - 000359,Wholesale,4/10/2018,6/30/2018,7/17/2018,7/21/2018,2,34,20,5,5,1125.6,776.664
SO - 000360,Wholesale,4/10/2018,6/30/2018,7/13/2018,7/18/2018,2,46,16,13,9,1252.9,651.508
SO - 000361,Distributor,4/10/2018,7/1/2018,7/4/2018,7/9/2018,5,44,6,1,11,837.5,527.625
SO - 000362,Wholesale,4/10/2018,7/1/2018,7/29/2018,8/8/2018,3,21,16,13,10,1031.8,773.85
SO - 000363,Wholesale,4/10/2018,7/1/2018,7/6/2018,7/9/2018,1,7,58,1,10,2385.2,1454.972
SO - 000364,Distributor,4/10/2018,7/1/2018,7/16/2018,7/18/2018,2,48,1,7,8,1802.3,1153.472
SO - 000365,Distributor,4/10/2018,7/1/2018,7/19/2018,7/22/2018,3,40,3,2,5,1018.4,753.616
SO - 000366,Wholesale,4/10/2018,7/1/2018,7/7/2018,7/12/2018,2,35,84,14,10,3946.3,1815.298
SO - 000367,Distributor,4/10/2018,7/1/2018,7/20/2018,7/21/2018,2,21,69,7,6,3953,2095.09
SO - 000368,Wholesale,12/31/2017,7/2/2018,7/16/2018,7/22/2018,2,1,4,7,10,5098.7,3416.129
SO - 000369,Export,4/10/2018,7/2/2018,7/10/2018,7/15/2018,5,9,16,2,11,3758.7,1954.524
SO - 000370,Distributor,4/10/2018,7/2/2018,7/7/2018,7/11/2018,4,9,54,2,5,911.2,610.504
SO - 000371,Wholesale,4/10/2018,7/2/2018,7/4/2018,7/6/2018,1,26,84,2,8,904.5,379.89
SO - 000372,Wholesale,4/10/2018,7/2/2018,7/8/2018,7/18/2018,2,21,4,6,10,911.2,410.04
SO - 000373,Wholesale,4/10/2018,7/2/2018,7/8/2018,7/11/2018,4,6,77,7,10,227.8,134.402
SO - 000374,Distributor,4/10/2018,7/2/2018,7/21/2018,7/27/2018,6,14,23,5,5,254.6,117.116
SO - 000375,Wholesale,12/31/2017,7/2/2018,7/20/2018,7/21/2018,4,33,19,2,11,683.4,444.21
SO - 000376,Wholesale,4/10/2018,7/3/2018,7/15/2018,7/20/2018,2,43,9,2,7,3919.5,2234.115
SO - 000377,Distributor,4/10/2018,7/3/2018,7/24/2018,7/25/2018,5,25,4,2,10,1092.1,786.312
SO - 000378,Wholesale,4/10/2018,7/4/2018,7/24/2018,8/3/2018,2,10,3,11,11,924.6,536.268
SO - 000379,Distributor,4/10/2018,7/4/2018,7/31/2018,8/6/2018,2,45,12,7,5,1018.4,794.352
SO - 000380,Distributor,4/10/2018,7/4/2018,7/25/2018,7/28/2018,5,19,65,1,5,1788.9,1305.897
SO - 000381,Distributor,4/10/2018,7/4/2018,8/1/2018,8/8/2018,6,17,79,7,11,944.7,538.479
SO - 000382,Distributor,12/31/2017,7/4/2018,7/30/2018,7/31/2018,2,39,36,6,6,3959.7,2573.805
SO - 000383,Distributor,4/10/2018,7/4/2018,7/19/2018,7/25/2018,2,11,13,9,12,167.5,70.35
SO - 000384,Export,4/10/2018,7/4/2018,7/15/2018,7/23/2018,2,23,24,2,8,3872.6,1975.026
SO - 000385,Distributor,12/31/2017,7/4/2018,7/14/2018,7/23/2018,2,12,20,4,5,6539.2,3858.128
SO - 000386,Wholesale,4/10/2018,7/4/2018,7/23/2018,7/24/2018,4,44,39,1,6,1025.1,779.076
SO - 000387,Wholesale,4/10/2018,7/4/2018,7/7/2018,7/16/2018,2,31,33,11,5,938,572.18
SO - 000388,Distributor,4/10/2018,7/4/2018,7/8/2018,7/16/2018,5,19,16,9,11,1045.2,804.804
SO - 000389,Export,4/10/2018,7/4/2018,7/19/2018,7/25/2018,1,20,50,11,9,167.5,112.225
SO - 000390,Distributor,4/10/2018,7/4/2018,7/30/2018,7/31/2018,5,44,18,13,5,1721.9,1377.52
SO - 000391,Wholesale,4/10/2018,7/5/2018,7/16/2018,7/19/2018,1,30,38,1,8,676.7,466.923
SO - 000392,Wholesale,4/10/2018,7/5/2018,7/11/2018,7/18/2018,2,47,21,1,12,167.5,82.075
SO - 000393,Distributor,4/10/2018,7/5/2018,7/9/2018,7/17/2018,1,26,24,13,10,1118.9,895.12
SO - 000394,Distributor,4/10/2018,7/5/2018,7/30/2018,8/9/2018,4,17,8,13,6,1139,933.98
SO - 000395,Wholesale,4/10/2018,7/5/2018,7/16/2018,7/26/2018,3,44,27,4,5,1748.7,751.941
SO - 000396,Distributor,4/10/2018,7/5/2018,7/18/2018,7/25/2018,1,13,20,2,11,1728.6,1140.876
SO - 000397,Distributor,4/10/2018,7/5/2018,7/16/2018,7/26/2018,2,13,25,13,5,1112.2,500.49
SO - 000398,Distributor,4/10/2018,7/5/2018,7/13/2018,7/18/2018,4,9,15,2,11,2385.2,1454.972
SO - 000399,Export,12/31/2017,7/5/2018,7/10/2018,7/17/2018,6,18,80,2,12,221.1,172.458
SO - 000400,Wholesale,4/10/2018,7/6/2018,8/2/2018,8/12/2018,2,1,3,9,6,5708.4,2682.948
SO - 000401,Wholesale,4/10/2018,7/6/2018,7/26/2018,8/3/2018,3,38,77,2,7,1038.5,830.8
SO - 000402,Distributor,4/10/2018,7/6/2018,7/9/2018,7/19/2018,4,43,54,1,7,3993.2,3234.492
SO - 000403,Distributor,12/31/2017,7/6/2018,8/1/2018,8/4/2018,2,14,67,5,12,1085.4,792.342
SO - 000404,Wholesale,4/10/2018,7/6/2018,7/21/2018,7/22/2018,3,36,47,2,11,3886,2020.72
SO - 000405,Wholesale,4/10/2018,7/6/2018,7/21/2018,7/25/2018,3,21,75,8,6,3986.5,2670.955
SO - 000406,Wholesale,4/10/2018,7/6/2018,7/27/2018,7/30/2018,2,41,17,11,8,1206,988.92
SO - 000407,Export,4/10/2018,7/7/2018,7/13/2018,7/16/2018,5,38,77,5,6,1842.5,1050.225
SO - 000408,Distributor,4/10/2018,7/7/2018,7/21/2018,7/27/2018,3,22,8,5,6,5051.8,2930.044
SO - 000409,Distributor,4/10/2018,7/7/2018,7/20/2018,7/27/2018,1,4,12,7,11,1165.8,466.32
SO - 000410,Wholesale,4/10/2018,7/7/2018,7/25/2018,7/26/2018,5,21,5,3,11,3966.4,2340.176
SO - 000411,Wholesale,4/10/2018,7/7/2018,7/25/2018,8/3/2018,3,17,70,13,9,1802.3,1495.909
SO - 000412,Wholesale,4/10/2018,7/8/2018,7/22/2018,7/31/2018,2,36,5,11,8,1105.5,851.235
SO - 000413,Wholesale,4/10/2018,7/8/2018,7/24/2018,7/28/2018,4,16,18,5,9,1889.4,1398.156
SO - 000414,Wholesale,4/10/2018,7/8/2018,7/31/2018,8/1/2018,5,40,22,10,6,1018.4,661.96
SO - 000415,Wholesale,4/10/2018,7/8/2018,7/21/2018,7/22/2018,3,8,4,12,12,3865.9,2822.107
SO - 000416,Wholesale,4/10/2018,7/8/2018,7/10/2018,7/15/2018,1,30,26,4,10,998.3,449.235
SO - 000417,Distributor,4/10/2018,7/8/2018,7/30/2018,8/5/2018,2,48,24,11,6,254.6,127.3
SO - 000418,Wholesale,4/10/2018,7/8/2018,8/2/2018,8/5/2018,4,13,83,13,7,703.5,316.575
SO - 000419,Wholesale,4/10/2018,7/8/2018,8/4/2018,8/13/2018,6,47,17,2,7,1092.1,546.05
SO - 000420,Export,4/10/2018,7/8/2018,7/27/2018,8/4/2018,6,6,23,1,8,1038.5,560.79
SO - 000421,Distributor,4/10/2018,7/8/2018,8/1/2018,8/5/2018,2,50,54,3,12,2398.6,1894.894
SO - 000422,Export,4/10/2018,7/9/2018,7/12/2018,7/14/2018,2,32,8,7,6,897.8,368.098
SO - 000423,Wholesale,4/10/2018,7/9/2018,7/29/2018,8/6/2018,4,30,58,11,12,5212.6,3179.686
SO - 000424,Export,4/10/2018,7/9/2018,7/13/2018,7/20/2018,2,46,17,7,5,254.6,206.226
SO - 000425,Distributor,4/10/2018,7/9/2018,7/31/2018,8/4/2018,1,29,17,6,7,3926.2,2120.148
SO - 000426,Wholesale,4/10/2018,7/9/2018,7/27/2018,8/5/2018,3,13,37,2,7,1165.8,582.9
SO - 000427,Export,4/10/2018,7/9/2018,8/2/2018,8/7/2018,2,44,51,1,8,3859.2,2354.112
SO - 000428,Export,4/10/2018,7/9/2018,7/29/2018,7/31/2018,6,4,15,9,5,167.5,100.5
SO - 000429,Distributor,4/10/2018,7/9/2018,7/15/2018,7/17/2018,5,22,16,1,9,1681.7,891.301
SO - 000430,Export,4/10/2018,7/9/2018,8/6/2018,8/7/2018,2,38,21,2,7,924.6,665.712
SO - 000431,Wholesale,4/10/2018,7/9/2018,7/23/2018,8/2/2018,2,13,31,12,9,3966.4,3371.44
SO - 000432,Distributor,4/10/2018,7/9/2018,7/27/2018,8/1/2018,3,19,30,11,6,938,450.24
SO - 000433,Distributor,4/10/2018,7/10/2018,8/1/2018,8/2/2018,6,20,75,9,8,1983.2,1090.76
SO - 000434,Wholesale,4/10/2018,7/10/2018,7/21/2018,7/31/2018,2,27,10,1,10,2586.2,2094.822
SO - 000435,Export,4/10/2018,7/11/2018,7/25/2018,8/2/2018,6,14,1,13,12,3061.9,2051.473
SO - 000436,Export,4/10/2018,7/11/2018,7/24/2018,7/31/2018,3,30,66,7,11,1051.9,452.317
SO - 000437,Export,4/10/2018,7/11/2018,7/16/2018,7/22/2018,1,11,58,7,9,261.3,104.52
SO - 000438,Wholesale,4/10/2018,7/11/2018,7/27/2018,8/1/2018,2,4,2,2,5,6143.9,3071.95
SO - 000439,Distributor,4/10/2018,7/11/2018,7/31/2018,8/3/2018,2,45,72,2,9,2472.3,1928.394
SO - 000440,Wholesale,4/10/2018,7/11/2018,7/26/2018,7/27/2018,3,6,21,1,9,3892.7,3075.233
SO - 000441,Distributor,4/10/2018,7/11/2018,8/5/2018,8/11/2018,1,33,2,6,10,964.8,492.048
SO - 000442,Export,4/10/2018,7/11/2018,7/30/2018,8/5/2018,5,46,71,6,12,3832.4,3104.244
SO - 000443,Distributor,4/10/2018,7/11/2018,7/25/2018,8/2/2018,2,12,67,1,6,964.8,781.488
SO - 000444,Wholesale,4/10/2018,7/11/2018,7/24/2018,7/29/2018,2,48,13,1,11,1118.9,794.419
SO - 000445,Wholesale,4/10/2018,7/11/2018,7/31/2018,8/6/2018,3,43,18,11,6,180.9,74.169
SO - 000446,Wholesale,4/10/2018,7/11/2018,8/7/2018,8/8/2018,2,23,9,7,7,844.2,346.122
SO - 000447,Export,4/10/2018,7/11/2018,8/3/2018,8/6/2018,2,25,73,11,6,3490.7,1780.257
SO - 000448,Distributor,4/10/2018,7/12/2018,8/8/2018,8/11/2018,6,39,71,11,10,1112.2,778.54
SO - 000449,Wholesale,4/10/2018,7/12/2018,8/8/2018,8/15/2018,2,42,13,1,7,1072,568.16
SO - 000450,Wholesale,4/10/2018,7/12/2018,7/29/2018,8/4/2018,4,20,17,7,7,1078.7,906.108
SO - 000451,Wholesale,4/10/2018,7/12/2018,7/26/2018,8/1/2018,3,10,1,9,9,5433.7,3857.927
SO - 000452,Distributor,4/10/2018,7/12/2018,7/14/2018,7/18/2018,3,17,19,1,6,3906.1,3163.941
SO - 000453,Distributor,4/10/2018,7/12/2018,7/20/2018,7/25/2018,2,21,55,1,5,2458.9,2090.065
SO - 000454,Export,4/10/2018,7/12/2018,7/30/2018,8/1/2018,1,8,19,5,8,1112.2,856.394
SO - 000455,Export,4/10/2018,7/12/2018,7/16/2018,7/17/2018,2,31,24,1,6,1065.3,745.71
SO - 000456,Distributor,4/10/2018,7/12/2018,7/24/2018,7/30/2018,3,5,12,14,7,1862.6,1359.698
SO - 000457,Wholesale,4/10/2018,7/12/2018,7/31/2018,8/4/2018,3,11,73,2,9,1822.4,1184.56
SO - 000458,Distributor,4/10/2018,7/12/2018,7/21/2018,7/29/2018,2,35,22,1,10,1065.3,575.262
SO - 000459,Wholesale,4/10/2018,7/12/2018,7/24/2018,7/31/2018,4,26,8,9,5,5875.9,4289.407
SO - 000460,Wholesale,4/10/2018,7/12/2018,8/1/2018,8/6/2018,2,10,1,1,5,1728.6,708.726
SO - 000461,Distributor,4/10/2018,7/13/2018,7/18/2018,7/25/2018,2,50,10,5,5,3832.4,2452.736
SO - 000462,Wholesale,4/10/2018,7/13/2018,8/10/2018,8/17/2018,3,24,16,12,8,1025.1,861.084
SO - 000463,Distributor,4/10/2018,7/13/2018,8/2/2018,8/12/2018,2,1,2,13,10,1815.7,944.164
SO - 000464,Wholesale,4/10/2018,7/13/2018,7/22/2018,7/25/2018,3,22,18,7,5,3839.1,1689.204
SO - 000465,Wholesale,4/10/2018,7/13/2018,7/15/2018,7/23/2018,4,15,11,9,5,2425.4,1430.986
SO - 000466,Wholesale,4/10/2018,7/13/2018,7/16/2018,7/22/2018,1,38,58,13,5,3865.9,1971.609
SO - 000467,Distributor,4/10/2018,7/13/2018,8/3/2018,8/7/2018,5,45,19,7,8,2653.2,1857.24
SO - 000468,Distributor,4/10/2018,7/13/2018,7/27/2018,8/3/2018,2,42,48,1,7,991.6,594.96
SO - 000469,Wholesale,4/10/2018,7/13/2018,7/21/2018,7/25/2018,5,9,47,13,8,2512.5,2060.25
SO - 000470,Wholesale,4/10/2018,7/14/2018,8/7/2018,8/17/2018,4,6,38,7,11,2613,1332.63
SO - 000471,Wholesale,4/10/2018,7/14/2018,8/8/2018,8/11/2018,5,1,60,4,7,5721.8,3375.862
SO - 000472,Wholesale,4/10/2018,7/14/2018,7/17/2018,7/24/2018,1,8,6,1,12,1768.8,831.336
SO - 000473,Export,4/10/2018,7/14/2018,7/31/2018,8/4/2018,1,19,26,12,5,2606.3,1251.024
SO - 000474,Export,4/10/2018,7/14/2018,7/22/2018,7/28/2018,5,10,47,7,10,2452.2,1569.408
SO - 000475,Wholesale,4/10/2018,7/14/2018,7/17/2018,7/23/2018,1,49,15,13,12,964.8,694.656
SO - 000476,Export,4/10/2018,7/15/2018,8/3/2018,8/10/2018,2,44,6,13,11,1125.6,562.8
SO - 000477,Distributor,4/10/2018,7/15/2018,8/7/2018,8/9/2018,3,30,12,7,11,857.6,548.864
SO - 000478,Wholesale,4/10/2018,7/15/2018,7/19/2018,7/20/2018,4,37,20,1,9,3906.1,1796.806
SO - 000479,Export,4/10/2018,7/15/2018,7/19/2018,7/23/2018,2,8,54,5,5,1078.7,506.989
SO - 000480,Wholesale,4/10/2018,7/15/2018,8/10/2018,8/13/2018,3,13,81,10,12,2432.1,1264.692
SO - 000481,Wholesale,4/10/2018,7/15/2018,8/3/2018,8/12/2018,2,2,5,7,7,958.1,536.536
SO - 000482,Wholesale,4/10/2018,7/16/2018,7/30/2018,8/7/2018,2,42,3,7,6,864.3,726.012
SO - 000483,Distributor,4/10/2018,7/16/2018,7/27/2018,8/5/2018,2,40,8,5,12,864.3,700.083
SO - 000484,Distributor,4/10/2018,7/16/2018,7/29/2018,8/5/2018,2,40,17,11,5,891.1,579.215
SO - 000485,Wholesale,4/10/2018,7/16/2018,8/12/2018,8/15/2018,2,17,72,5,6,3979.8,2069.496
SO - 000486,Wholesale,4/10/2018,7/16/2018,7/21/2018,7/25/2018,1,23,37,1,5,837.5,469
SO - 000487,Distributor,4/10/2018,7/16/2018,8/6/2018,8/12/2018,6,28,4,13,9,2318.2,1738.65
SO - 000488,Wholesale,4/10/2018,7/16/2018,8/13/2018,8/17/2018,4,41,12,6,7,1822.4,801.856
SO - 000489,Distributor,4/10/2018,7/16/2018,8/13/2018,8/21/2018,5,29,59,11,6,1165.8,664.506
SO - 000490,Wholesale,4/10/2018,7/16/2018,7/18/2018,7/26/2018,4,11,4,9,7,234.5,187.6
SO - 000491,Wholesale,4/10/2018,7/17/2018,7/20/2018,7/22/2018,1,11,82,1,11,2452.2,1912.716
SO - 000492,Distributor,4/10/2018,7/17/2018,7/26/2018,7/29/2018,5,19,2,13,11,261.3,133.263
SO - 000493,Export,4/10/2018,7/17/2018,8/10/2018,8/20/2018,6,29,29,7,10,1031.8,453.992
SO - 000494,Wholesale,4/10/2018,7/17/2018,7/25/2018,8/1/2018,5,18,46,11,8,3082,1849.2
SO - 000495,Wholesale,4/10/2018,7/17/2018,8/13/2018,8/16/2018,3,27,22,9,11,6405.2,3138.548
SO - 000496,Distributor,4/10/2018,7/17/2018,8/12/2018,8/22/2018,2,22,1,7,7,1822.4,947.648
SO - 000497,Wholesale,4/10/2018,7/17/2018,8/5/2018,8/11/2018,2,29,13,10,11,1279.7,1062.151
SO - 000498,Wholesale,4/10/2018,7/17/2018,7/25/2018,7/30/2018,3,3,69,1,5,3932.9,2635.043
SO - 000499,Wholesale,4/10/2018,7/17/2018,8/12/2018,8/21/2018,3,28,48,1,9,201,80.4
SO - 000500,Wholesale,4/10/2018,7/17/2018,8/12/2018,8/17/2018,2,11,33,1,9,3946.3,2131.002
SO - 000501,Wholesale,4/10/2018,7/18/2018,7/30/2018,8/2/2018,6,49,65,11,12,1909.5,1317.555
SO - 000502,Distributor,4/10/2018,7/18/2018,8/1/2018,8/11/2018,2,47,74,4,5,2412,1109.52
SO - 000503,Wholesale,4/10/2018,7/18/2018,8/6/2018,8/11/2018,2,50,8,2,12,964.8,675.36
SO - 000504,Wholesale,4/10/2018,7/18/2018,8/12/2018,8/16/2018,4,42,18,14,9,1996.6,1457.518
SO - 000505,Wholesale,4/10/2018,7/18/2018,8/1/2018,8/5/2018,1,21,49,6,10,1045.2,700.284
SO - 000506,Wholesale,4/10/2018,7/18/2018,8/13/2018,8/21/2018,4,41,70,13,12,3879.3,3219.819
SO - 000507,Wholesale,4/10/2018,7/18/2018,7/31/2018,8/6/2018,6,50,25,2,12,5976.4,3466.312
SO - 000508,Wholesale,4/10/2018,7/18/2018,8/11/2018,8/17/2018,1,13,8,11,8,2257.9,1264.424
SO - 000509,Distributor,4/10/2018,7/19/2018,8/10/2018,8/18/2018,2,9,23,5,10,241.2,154.368
SO - 000510,Distributor,4/10/2018,7/19/2018,8/6/2018,8/8/2018,6,35,17,1,6,1983.2,793.28
SO - 000511,Export,4/10/2018,7/19/2018,8/6/2018,8/11/2018,5,1,3,5,6,3919.5,3331.575
SO - 000512,Distributor,4/10/2018,7/19/2018,7/27/2018,8/4/2018,2,17,29,1,9,241.2,135.072
SO - 000513,Distributor,4/10/2018,7/19/2018,8/14/2018,8/22/2018,4,35,15,5,11,3946.3,2012.613
SO - 000514,Wholesale,4/10/2018,7/19/2018,8/3/2018,8/12/2018,2,6,22,1,7,3966.4,3054.128
SO - 000515,Wholesale,4/10/2018,7/19/2018,7/24/2018,8/3/2018,2,6,37,7,7,1829.1,1463.28
SO - 000516,Wholesale,4/10/2018,7/19/2018,8/2/2018,8/10/2018,3,15,17,7,12,2733.6,1230.12
SO - 000517,Distributor,4/10/2018,7/19/2018,7/22/2018,7/31/2018,3,20,18,7,9,844.2,717.57
SO - 000518,Wholesale,4/10/2018,7/20/2018,8/17/2018,8/18/2018,3,28,22,2,6,6231,4922.49
SO - 000519,Distributor,4/10/2018,7/20/2018,8/11/2018,8/20/2018,6,16,14,9,10,1159.1,614.323
SO - 000520,Wholesale,4/10/2018,7/20/2018,7/30/2018,8/8/2018,4,15,63,11,6,3966.4,2379.84
SO - 000521,Wholesale,4/10/2018,7/20/2018,8/13/2018,8/22/2018,4,41,40,5,5,1105.5,740.685
SO - 000522,Wholesale,4/10/2018,7/20/2018,7/25/2018,7/30/2018,4,16,12,11,8,1125.6,731.64
SO - 000523,Distributor,4/10/2018,7/20/2018,7/28/2018,7/31/2018,2,19,63,13,11,897.8,709.262
SO - 000524,Wholesale,4/10/2018,7/20/2018,8/3/2018,8/9/2018,6,21,68,7,5,207.7,83.08
SO - 000525,Wholesale,4/10/2018,7/20/2018,8/11/2018,8/17/2018,5,43,56,2,10,3959.7,2138.238
SO - 000526,Wholesale,4/10/2018,7/21/2018,7/31/2018,8/4/2018,3,21,12,1,6,1755.4,912.808
SO - 000527,Wholesale,4/10/2018,7/21/2018,8/11/2018,8/12/2018,1,37,75,1,7,3001.6,1650.88
SO - 000528,Wholesale,4/10/2018,7/21/2018,8/4/2018,8/8/2018,3,33,83,11,7,1031.8,464.31
SO - 000529,Export,4/10/2018,7/21/2018,8/17/2018,8/18/2018,4,21,33,10,10,3966.4,2776.48
SO - 000530,Distributor,4/10/2018,7/21/2018,8/6/2018,8/7/2018,2,48,47,1,6,1681.7,1126.739
SO - 000531,Wholesale,4/10/2018,7/21/2018,8/13/2018,8/18/2018,4,33,13,4,6,1172.5,809.025
SO - 000532,Distributor,4/10/2018,7/21/2018,8/16/2018,8/19/2018,3,26,57,2,5,716.9,473.154
SO - 000533,Wholesale,4/10/2018,7/21/2018,7/25/2018,7/26/2018,3,12,20,2,6,6465.5,3879.3
SO - 000534,Wholesale,4/10/2018,7/21/2018,8/8/2018,8/12/2018,3,30,21,6,11,241.2,101.304
SO - 000535,Export,4/10/2018,7/21/2018,7/27/2018,7/31/2018,2,38,9,7,6,1929.6,849.024
SO - 000536,Wholesale,4/10/2018,7/21/2018,7/29/2018,8/8/2018,2,23,28,1,12,3953,3280.99
SO - 000537,Distributor,4/10/2018,7/22/2018,8/7/2018,8/17/2018,1,46,24,11,8,2492.4,1320.972
SO - 000538,Export,4/10/2018,7/22/2018,8/13/2018,8/15/2018,3,15,11,1,5,241.2,185.724
SO - 000539,Distributor,4/10/2018,7/22/2018,8/7/2018,8/12/2018,1,34,8,7,6,951.4,380.56
SO - 000540,Export,4/10/2018,7/22/2018,7/24/2018,7/30/2018,6,45,71,1,10,6217.6,5284.96
SO - 000541,Distributor,4/10/2018,7/22/2018,8/10/2018,8/16/2018,6,15,22,5,6,2351.7,1246.401
SO - 000542,Distributor,4/10/2018,7/22/2018,8/2/2018,8/5/2018,2,19,46,13,7,1132.3,871.871
SO - 000543,Wholesale,4/10/2018,7/22/2018,8/3/2018,8/12/2018,1,1,34,11,6,1145.7,607.221
SO - 000544,Wholesale,4/10/2018,7/22/2018,8/10/2018,8/13/2018,2,15,17,2,6,3725.2,2048.86
SO - 000545,Wholesale,4/10/2018,7/22/2018,7/26/2018,8/5/2018,2,50,6,11,11,944.7,689.631
SO - 000546,Distributor,4/10/2018,7/22/2018,8/14/2018,8/22/2018,2,39,4,2,9,1219.4,560.924
SO - 000547,Wholesale,4/10/2018,7/22/2018,8/15/2018,8/20/2018,1,30,16,7,11,1051.9,736.33
SO - 000548,Wholesale,4/10/2018,7/22/2018,7/31/2018,8/2/2018,4,31,8,1,10,207.7,135.005
SO - 000549,Export,4/10/2018,7/22/2018,8/15/2018,8/22/2018,2,14,22,5,8,1862.6,1098.934
SO - 000550,Distributor,4/10/2018,7/22/2018,8/11/2018,8/15/2018,6,26,36,12,12,1889.4,1152.534
SO - 000551,Wholesale,4/10/2018,7/22/2018,8/13/2018,8/18/2018,5,40,62,13,6,2653.2,2016.432
SO - 000552,Wholesale,4/10/2018,7/22/2018,8/3/2018,8/6/2018,5,43,11,9,9,3953,1818.38
SO - 000553,Export,4/10/2018,7/22/2018,8/8/2018,8/14/2018,5,5,17,1,12,227.8,191.352
SO - 000554,Distributor,4/10/2018,7/23/2018,7/31/2018,8/8/2018,3,28,74,7,12,3879.3,1551.72
SO - 000555,Wholesale,4/10/2018,7/23/2018,8/16/2018,8/22/2018,2,21,50,1,5,1045.2,804.804
SO - 000556,Wholesale,4/10/2018,7/23/2018,8/18/2018,8/24/2018,3,4,42,5,12,5071.9,2535.95
SO - 000557,Wholesale,4/10/2018,7/23/2018,7/25/2018,7/28/2018,5,23,62,13,8,241.2,144.72
SO - 000558,Distributor,4/10/2018,7/23/2018,8/1/2018,8/7/2018,2,35,70,13,6,2298.1,1539.727
SO - 000559,Distributor,4/10/2018,7/23/2018,8/20/2018,8/25/2018,6,25,66,7,12,3845.8,1845.984
SO - 000560,Distributor,4/10/2018,7/23/2018,8/17/2018,8/26/2018,1,21,14,9,8,2425.4,1042.922
SO - 000561,Wholesale,4/10/2018,7/24/2018,8/2/2018,8/10/2018,4,48,13,1,7,1206,663.3
SO - 000562,Distributor,4/10/2018,7/24/2018,8/17/2018,8/24/2018,2,50,20,1,6,221.1,179.091
SO - 000563,Wholesale,4/10/2018,7/24/2018,8/2/2018,8/12/2018,1,30,2,2,9,3825.7,2563.219
SO - 000564,Wholesale,4/10/2018,7/24/2018,8/10/2018,8/15/2018,4,27,25,2,5,857.6,394.496
SO - 000565,Distributor,4/10/2018,7/24/2018,7/27/2018,8/2/2018,4,31,21,1,10,3825.7,2563.219
SO - 000566,Wholesale,4/10/2018,7/24/2018,8/19/2018,8/27/2018,2,5,14,7,8,1996.6,898.47
SO - 000567,Distributor,4/10/2018,7/24/2018,8/21/2018,8/26/2018,2,10,8,1,8,234.5,121.94
